Title,Complete Path,Folder Name,Extension,Format,Format Profile,Codec ID,File Size (MB),File Size (GB),Duration,Duration Formatted,Overall Bitrate (kbps),Overall Bitrate (Mbps),Recorded Date,Writing Application,Video Codec,Video Bitrate (kbps),Video Bitrate (Mbps),Resolution,Aspect Ratio,Frame Rate (FPS),Color Space,Chroma Subsampling,Video Bit Depth,Scan Type,Encoding Library,HDR Format,Color Range,Color Primaries,Transfer Characteristics,Matrix Coefficients,Maximum Content Light Level (cd/m²),Maximum Frame-Average Light Level (cd/m²),Number of Audio Tracks,Audio Track 1 Codec,Audio Track 1 Bitrate (kbps),Audio Track 1 Channels,Audio Track 1 Language,Audio Track 1 Default,Audio Track 1 Forced,Subtitles Info,TMDB Genre(s),TMDB Rating,Polish Title,Source Directory,Audio Track 2 Codec,Audio Track 2 Bitrate (kbps),Audio Track 2 Channels,Audio Track 2 Language,Audio Track 2 Default,Audio Track 2 Forced,Audio Track 3 Codec,Audio Track 3 Bitrate (kbps),Audio Track 3 Channels,Audio Track 3 Language,Audio Track 3 Default,Audio Track 3 Forced,index,Audio Tracks,Subtitles,Audio Track 4 Codec,Audio Track 4 Bitrate (kbps),Audio Track 4 Channels,Audio Track 4 Language,Audio Track 4 Default,Audio Track 4 Forced
Wojna światów - Następne stulecie (1981),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wojna światów - Następne stulecie (1981)\Wojna światów - Następne stulecie (1981).mp4,Wojna światów - Następne stulecie (1981),.mp4,MPEG-4,Base Media,isom,2705.82,2.64,5615637,01:33:35,4041.93,4.042,2025-03-21 21:45:18.2066935+01:00,Lavf61.9.106,AVC,3925.25,3.925,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,109136.0,2.0,pl,Yes,,,Sci-Fi,6.8,Wojna światów - następne stulecie,Movies PL,,,,,,,,,,,,,1699,"[{'Codec': 'AAC', 'Bitrate (kbps)': 109136.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wolne miasto (1958),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wolne miasto (1958)\Wolne miasto (1958).mp4,Wolne miasto (1958),.mp4,MPEG-4,Base Media,isom,2855.45,2.79,5809109,01:36:49,4123.39,4.123,2025-03-21 21:36:54.2524896+01:00,Lavf61.9.106,AVC,4021.24,4.021,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,"Wojenny, Dramat",6.8,Wolne miasto,Movies PL,,,,,,,,,,,,,1700,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wołyn (2016),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wołyń (2016)\Wołyn (2016).mkv,Wołyń (2016),.mkv,Matroska,,,32837.57,32.07,8936167,02:28:56,30825.46,30.825,,mkvmerge v90.0 ('Hanging On') 64-bit,AVC,27998.55,27.999,1920x1080,1.778,24.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,2,DTS,2174969.0,6.0,pl,Yes,No,"pl, en","Wojenny, Dramat, Historyczny",7.3,Wołyń,Movies PL,AC-3,640000.0,6.0,pl,No,No,,,,,,,1701,"[{'Codec': 'DTS', 'Bitrate (kbps)': 2174969.0, 'Channels': 6, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'pl', 'Default': 'No', 'Forced': 'No'}]","['pl', 'en']",,,,,,
Wrzeciono czasu (1995),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wrzeciono czasu (1995)\Wrzeciono czasu (1995).mp4,Wrzeciono czasu (1995),.mp4,MPEG-4,Base Media,isom,3503.06,3.42,6038165,01:40:38,4866.68,4.867,2024-07-16 11:45:40.7464448+02:00,Lavf60.20.100,AVC,4731.24,4.731,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,127965.0,2.0,pl,Yes,,,"Romans, Komedia, Dramat",4.5,Wrzeciono czasu,Movies PL,,,,,,,,,,,,,1702,"[{'Codec': 'AAC', 'Bitrate (kbps)': 127965.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wspólny pokój (1959),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wspólny pokój (1959)\Wspólny pokój (1959).mp4,Wspólny pokój (1959),.mp4,MPEG-4,Base Media,isom,2651.52,2.59,5398463,01:29:58,4120.17,4.12,2025-03-21 21:31:37.9078119+01:00,Lavf61.9.106,AVC,4006.74,4.007,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,105873.0,2.0,pl,Yes,,,Dramat,5.813,Wspólny pokój,Movies PL,,,,,,,,,,,,,1703,"[{'Codec': 'AAC', 'Bitrate (kbps)': 105873.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wszystko na sprzedaż (1968),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wszystko na sprzedaż (1968)\Wszystko na sprzedaż (1968).mp4,Wszystko na sprzedaż (1968),.mp4,MPEG-4,Base Media,isom,2807.21,2.74,5717162,01:35:17,4118.92,4.119,2025-03-21 21:23:50.2391132+01:00,Lavf61.9.106,AVC,4004.98,4.005,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,106423.0,2.0,pl,Yes,,,Dramat,5.9,Wszystko na sprzedaż,Movies PL,,,,,,,,,,,,,1704,"[{'Codec': 'AAC', 'Bitrate (kbps)': 106423.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wyjście awaryjne (1982),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wyjście awaryjne (1982)\Wyjście awaryjne (1982).mp4,Wyjście awaryjne (1982),.mp4,MPEG-4,Base Media,isom,2632.14,2.57,5370624,01:29:30,4111.25,4.111,2023-03-14 23:01:30.2857495+01:00,Lavf60.4.100,AVC,4002.37,4.002,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,101323.0,2.0,pl,Yes,,,Komedia,6.853,Wyjście awaryjne,Movies PL,,,,,,,,,,,,,1705,"[{'Codec': 'AAC', 'Bitrate (kbps)': 101323.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wyklęty (2017),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wyklęty (2017)\Wyklęty (2017).mp4,Wyklęty (2017),.mp4,MPEG-4,Base Media,isom,1467.05,1.43,6424021,01:47:04,1915.71,1.916,,Lavf61.9.106,VP9,1784.65,1.785,1920x1080,1.778,25.0,YUV,4:2:0,,,,,,,,,,,1,Opus,127048.0,,,Yes,,,"Dramat, Wojenny, Historyczny",7.4,Wyklęty,Movies PL,,,,,,,,,,,,,1706,"[{'Codec': 'Opus', 'Bitrate (kbps)': 127048.0, 'Channels': None, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wyrok na Franciszka Kłosa (2000),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wyrok na Franciszka Kłosa (2000)\Wyrok na Franciszka Kłosa (2000).mp4,Wyrok na Franciszka Kłosa (2000),.mp4,MPEG-4,Base Media,isom,4234.86,4.14,5725880,01:35:25,6204.21,6.204,,Lavf60.20.100,AVC,6034.92,6.035,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,AAC,160004.0,2.0,,Yes,,,"film TV, Dramat",6.2,Wyrok na Franciszka Kłosa,Movies PL,,,,,,,,,,,,,1707,"[{'Codec': 'AAC', 'Bitrate (kbps)': 160004.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Wśród nocnej ciszy (1978),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Wśród nocnej ciszy (1978)\Wśród nocnej ciszy (1978).mp4,Wśród nocnej ciszy (1978),.mp4,MPEG-4,Base Media,isom,3442.95,3.36,7018368,01:56:58,4115.14,4.115,2023-03-13 13:57:27.8810556+01:00,Lavf60.4.100,AVC,4002.41,4.002,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,105157.0,2.0,pl,Yes,,,Animacja,0.0,Wśród nocnej ciszy,Movies PL,,,,,,,,,,,,,1708,"[{'Codec': 'AAC', 'Bitrate (kbps)': 105157.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Yesterday (1984),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Yesterday (1984)\Yesterday (1984).mp4,Yesterday (1984),.mp4,MPEG-4,Base Media,isom,1212.95,1.18,5319957,01:28:39,1912.6,1.913,2024-02-22 11:23:00.3794327+01:00,Lavf60.20.100,AVC,1778.22,1.778,768x576,1.333,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,126825.0,2.0,pl,Yes,,,"Komedia, Fantasy, Muzyczny, Romans",6.688,Yesterday,Movies PL,,,,,,,,,,,,,1709,"[{'Codec': 'AAC', 'Bitrate (kbps)': 126825.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zabawa w chowanego (1984),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zabawa w chowanego (1984)\Zabawa w chowanego (1984).mp4,Zabawa w chowanego (1984),.mp4,MPEG-4,Base Media,isom,670.24,0.65,3176384,00:52:56,1770.06,1.77,,,AVC,1574.16,1.574,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 161,,Limited,BT.709,BT.709,BT.709,,,1,AAC,192000.0,2.0,en,Yes,,,,5.0,Zabawa w chowanego,Movies PL,,,,,,,,,,,,,1710,"[{'Codec': 'AAC', 'Bitrate (kbps)': 192000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zabij mnie glino (1987),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zabij mnie glino (1987)\Zabij mnie glino (1987).mp4,Zabij mnie glino (1987),.mp4,MPEG-4,Base Media,isom,3429.6,3.35,6994965,01:56:34,4112.9,4.113,2025-03-21 20:25:29.1215800+01:00,Lavf61.9.106,AVC,3992.97,3.993,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,112405.0,2.0,pl,Yes,,,"Akcja, Kryminał, Thriller",5.35,"Zabij mnie, glino",Movies PL,,,,,,,,,,,,,1711,"[{'Codec': 'AAC', 'Bitrate (kbps)': 112405.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zaduszki (1961),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zaduszki (1961)\Zaduszki (1961).mp4,Zaduszki (1961),.mp4,MPEG-4,Base Media,isom,2775.77,2.71,5631871,01:33:51,4134.48,4.134,2025-03-21 18:40:32.7123199+01:00,Lavf61.9.106,AVC,4013.73,4.014,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,113191.0,2.0,pl,Yes,,,Dramat,6.7,Zaduszki,Movies PL,,,,,,,,,,,,,1712,"[{'Codec': 'AAC', 'Bitrate (kbps)': 113191.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zakazane Piosenki (1946),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zakazane Piosenki (1946)\Zakazane Piosenki (1946).mp4,Zakazane Piosenki (1946),.mp4,MPEG-4,Base Media,isom,2899.91,2.83,5960982,01:39:20,4080.91,4.081,2023-03-12 20:30:53.3250772+01:00,Lavf60.4.100,AVC,3983.65,3.984,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,89699.0,2.0,pl,Yes,,,"Muzyczny, Wojenny, Dramat",7.4,Zakazane piosenki,Movies PL,,,,,,,,,,,,,1713,"[{'Codec': 'AAC', 'Bitrate (kbps)': 89699.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zaklęte rewiry (1975),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zaklęte rewiry (1975)\Zaklęte rewiry (1975).mp4,Zaklęte rewiry (1975),.mp4,MPEG-4,Base Media,isom,2816.95,2.75,5744107,01:35:44,4113.84,4.114,2023-03-11 19:30:39.9664951+01:00,Lavf60.3.100,AVC,4009.28,4.009,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,Dramat,7.4,Zaklęte rewiry,Movies PL,,,,,,,,,,,,,1714,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zakochani (2000),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zakochani (2000)\Zakochani (2000).mp4,Zakochani (2000),.mp4,MPEG-4,Base Media,isom,3800.51,3.71,6299989,01:44:59,5060.48,5.06,,,AVC,5000.0,5.0,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3190 7ed753b,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128000.0,2.0,en,Yes,,,"Romans, Komedia",5.95,Zakochani,Movies PL,,,,,,,,,,,,,1715,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zamach (1958),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zamach (1958)\Zamach (1958).mp4,Zamach (1958),.mp4,MPEG-4,Base Media,isom,2220.56,2.17,4554518,01:15:54,4089.88,4.09,2023-03-14 23:29:38.7691327+01:00,Lavf60.4.100,AVC,3990.23,3.99,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,92107.0,2.0,pl,Yes,,,"Wojenny, Dramat",6.8,Zamach,Movies PL,,,,,,,,,,,,,1716,"[{'Codec': 'AAC', 'Bitrate (kbps)': 92107.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zapis zbrodni (1974),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zapis zbrodni (1974)\Zapis zbrodni (1974).mp4,Zapis zbrodni (1974),.mp4,MPEG-4,Base Media,isom,2535.94,2.48,5191253,01:26:31,4097.86,4.098,2025-03-17 23:17:31.0366461+01:00,Lavf61.9.106,AVC,3994.7,3.995,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,"Kryminał, Dramat",5.7,Zapis zbrodni,Movies PL,,,,,,,,,,,,,1717,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zazdrość i medycyna (1973),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zazdrość i medycyna (1973)\Zazdrość i medycyna (1973).mp4,Zazdrość i medycyna (1973),.mp4,MPEG-4,Base Media,isom,2841.55,2.77,5769023,01:36:09,4131.84,4.132,2025-03-21 14:24:25.5468630+01:00,Lavf61.9.106,AVC,4018.75,4.019,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,105531.0,2.0,pl,Yes,,,"Dramat, Romans",4.818,Zazdrość i medycyna,Movies PL,,,,,,,,,,,,,1718,"[{'Codec': 'AAC', 'Bitrate (kbps)': 105531.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Zbrodniarz, który ukradł zbrodnię (1969)","\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zbrodniarz, który ukradł zbrodnię (1969)\Zbrodniarz, który ukradł zbrodnię (1969).mp4","Zbrodniarz, który ukradł zbrodnię (1969)",.mp4,MPEG-4,Base Media,isom,2783.56,2.72,5663360,01:34:23,4123.03,4.123,2023-03-14 23:46:09.8123331+01:00,Lavf60.4.100,AVC,4005.53,4.006,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,109952.0,2.0,pl,Yes,,,"Tajemnica, Kryminał, Dramat, Thriller",6.7,"Zbrodniarz, który ukradł zbrodnię",Movies PL,,,,,,,,,,,,,1719,"[{'Codec': 'AAC', 'Bitrate (kbps)': 109952.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zdjęcia próbne (1976),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zdjęcia próbne (1976)\Zdjęcia próbne (1976).mp4,Zdjęcia próbne (1976),.mp4,MPEG-4,Base Media,isom,2962.65,2.89,6019754,01:40:19,4128.5,4.128,2025-03-21 14:13:17.4589236+01:00,Lavf61.9.106,AVC,4016.58,4.017,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,104361.0,2.0,pl,Yes,,,Dramat,5.6,Zdjęcia próbne,Movies PL,,,,,,,,,,,,,1720,"[{'Codec': 'AAC', 'Bitrate (kbps)': 104361.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zemsta (2002),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zemsta (2002)\Zemsta (2002).mkv,Zemsta (2002),.mkv,Matroska,,,4417.52,4.31,6042560,01:40:42,6132.65,6.133,,Lavf60.20.100,AVC,,,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,AAC,,2.0,pl,Yes,No,,"Akcja, Dramat, Thriller",7.472,Pan Zemsta,Movies PL,,,,,,,,,,,,,1721,"[{'Codec': 'AAC', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Zezowate szczęście (1960),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zezowate szczęście (1960)\Zezowate szczęście (1960).mp4,Zezowate szczęście (1960),.mp4,MPEG-4,Base Media,isom,3210.58,3.14,6547862,01:49:07,4113.15,4.113,2023-03-12 19:57:20.1649231+01:00,Lavf60.4.100,AVC,4011.09,4.011,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,96000.0,2.0,pl,Yes,,,"Komedia, Dramat",6.7,Zezowate szczęście,Movies PL,,,,,,,,,,,,,1722,"[{'Codec': 'AAC', 'Bitrate (kbps)': 96000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zgorszenie publiczne (2009),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zgorszenie publiczne (2009)\Zgorszenie publiczne (2009).mp4,Zgorszenie publiczne (2009),.mp4,MPEG-4,Base Media,isom,2532.23,2.47,5117654,01:25:17,4150.71,4.151,,Lavf60.10.100,AVC,4015.64,4.016,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2917 0a84d98,,,,,,,,1,AAC,132300.0,2.0,pl,Yes,,,"Romans, Komedia",3.75,Zgorszenie publiczne,Movies PL,,,,,,,,,,,,,1723,"[{'Codec': 'AAC', 'Bitrate (kbps)': 132300.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Ziemia obiecana (1974),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Ziemia obiecana (1974)\Ziemia obiecana (1974).mp4,Ziemia obiecana (1974),.mp4,MPEG-4,Base Media,isom,4830.29,4.72,9760982,02:42:40,4151.16,4.151,2024-02-11 01:02:02.6837363+01:00,Lavf60.20.100,AVC,4014.39,4.014,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,127613.0,2.0,pl,Yes,,,Dramat,5.0,Ziemia obiecana,Movies PL,,,,,,,,,,,,,1724,"[{'Codec': 'AAC', 'Bitrate (kbps)': 127613.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Zimna wojna (2018),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zimna wojna (2018)\Zimna wojna (2018).mkv,Zimna wojna (2018),.mkv,Matroska,,,24830.14,24.25,5280608,01:28:00,39444.38,39.444,,mkvmerge v90.0 ('Hanging On') 64-bit,AVC,37000.0,37.0,1920x1080,1.778,24.0,YUV,4:2:0,8.0,Progressive,x264 - core 146 r2538 121396c,,Limited,BT.709,BT.709,BT.709,,,2,DTS,1920799.0,6.0,pl,Yes,No,"pl, en","Romans, Muzyczny, Dramat",7.4,Zimna wojna,Movies PL,AC-3,640000.0,6.0,pl,No,No,,,,,,,1725,"[{'Codec': 'DTS', 'Bitrate (kbps)': 1920799.0, 'Channels': 6, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}, {'Codec': 'AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'pl', 'Default': 'No', 'Forced': 'No'}]","['pl', 'pl', 'en']",,,,,,
Zmory (1978),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zmory (1978)\Zmory (1978).mp4,Zmory (1978),.mp4,MPEG-4,Base Media,isom,2991.36,2.92,6052223,01:40:52,4146.14,4.146,2025-03-21 13:52:03.9753826+01:00,Lavf61.9.106,AVC,4021.75,4.022,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,116829.0,2.0,pl,Yes,,,Dramat,6.231,Zmory,Movies PL,,,,,,,,,,,,,1726,"[{'Codec': 'AAC', 'Bitrate (kbps)': 116829.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Znachor (1981),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Znachor (1981)\Znachor (1981).mkv,Znachor (1981),.mkv,Matroska,,,6720.71,6.56,7686981,02:08:06,7334.14,7.334,,mkvmerge v78.0 ('Running') 64-bit,HEVC,7172.31,7.172,1920x1080,1.778,25.0,YUV,4:2:0,8.0,,x265 - 3.5+1-f0c1022b6:[Windows][clang 12.0.0][64 bit] 8bit+10bit+12bit,,Limited,BT.601 PAL,BT.709,BT.601,,,1,AC-3,160000.0,2.0,pl,Yes,No,,"Dramat, Romans, Historyczny",7.8,Znachor,Movies PL,,,,,,,,,,,,,1727,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 160000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Zygfryd (1986),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Zygfryd (1986)\Zygfryd (1986).mp4,Zygfryd (1986),.mp4,MPEG-4,Base Media,isom,2709.98,2.65,5491583,01:31:31,4139.6,4.14,2025-03-21 13:42:04.6247736+01:00,Lavf61.9.106,AVC,4005.19,4.005,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,126849.0,2.0,pl,Yes,,,Dramat,4.875,Zygfryd,Movies PL,,,,,,,,,,,,,1728,"[{'Codec': 'AAC', 'Bitrate (kbps)': 126849.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Ósmy dzień tygodnia (1958),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Ósmy dzień tygodnia (1958)\Ósmy dzień tygodnia (1958).mp4,Ósmy dzień tygodnia (1958),.mp4,MPEG-4,Base Media,isom,2442.6,2.39,5003264,01:23:23,4095.33,4.095,2023-03-12 17:33:50.4556551+01:00,Lavf60.4.100,AVC,3987.12,3.987,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,100646.0,2.0,pl,Yes,,,"Dramat, Romans",5.0,Ósmy dzień tygodnia,Movies PL,,,,,,,,,,,,,1729,"[{'Codec': 'AAC', 'Bitrate (kbps)': 100646.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Ćma (1980),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Ćma (1980)\Ćma (1980).mp4,Ćma (1980),.mp4,MPEG-4,Base Media,isom,2955.8,2.89,6072427,01:41:12,4083.21,4.083,2023-03-11 23:14:19.5014754+01:00,Lavf60.4.100,AVC,3987.5,3.987,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,88158.0,2.0,pl,Yes,,,Dramat,6.154,Ćma,Movies PL,,,,,,,,,,,,,1730,"[{'Codec': 'AAC', 'Bitrate (kbps)': 88158.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Łabędzi śpiew (1988),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Łabędzi śpiew (1988)\Łabędzi śpiew (1988).mp4,Łabędzi śpiew (1988),.mp4,MPEG-4,Base Media,isom,2417.39,2.36,4927807,01:22:07,4115.12,4.115,2025-03-21 13:25:59.0731430+01:00,Lavf61.9.106,AVC,4008.62,4.009,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,98925.0,2.0,pl,Yes,,,Komedia,3.333,Łabędzi śpiew,Movies PL,,,,,,,,,,,,,1731,"[{'Codec': 'AAC', 'Bitrate (kbps)': 98925.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Śmierć prezydenta (1977),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Śmierć prezydenta (1977)\Śmierć prezydenta (1977).mp4,Śmierć prezydenta (1977),.mp4,MPEG-4,Base Media,isom,4060.41,3.97,8266559,02:17:46,4120.36,4.12,2025-03-21 13:21:36.2686094+01:00,Lavf61.9.106,AVC,4008.53,4.009,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,104291.0,2.0,pl,Yes,,,"Historyczny, Dramat",6.2,Śmierć prezydenta,Movies PL,,,,,,,,,,,,,1732,"[{'Codec': 'AAC', 'Bitrate (kbps)': 104291.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Świadectwo urodzenia (1961),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Świadectwo urodzenia (1961)\Świadectwo urodzenia (1961).mp4,Świadectwo urodzenia (1961),.mp4,MPEG-4,Base Media,isom,2990.4,2.92,6039722,01:40:39,4153.38,4.153,2025-03-21 13:15:02.0656250+01:00,Lavf61.9.106,AVC,4018.8,4.019,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,127063.0,2.0,pl,Yes,,,"Dramat, Wojenny",7.3,Świadectwo urodzenia,Movies PL,,,,,,,,,,,,,1733,"[{'Codec': 'AAC', 'Bitrate (kbps)': 127063.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
