Title,Complete Path,Folder Name,Extension,Format,Format Profile,Codec ID,File Size (MB),File Size (GB),Duration,Duration Formatted,Overall Bitrate (kbps),Overall Bitrate (Mbps),Recorded Date,Writing Application,Video Codec,Video Bitrate (kbps),Video Bitrate (Mbps),Resolution,Aspect Ratio,Frame Rate (FPS),Color Space,Chroma Subsampling,Video Bit Depth,Scan Type,Encoding Library,HDR Format,Color Range,Color Primaries,Transfer Characteristics,Matrix Coefficients,Maximum Content Light Level (cd/m²),Maximum Frame-Average Light Level (cd/m²),Number of Audio Tracks,Audio Track 1 Codec,Audio Track 1 Bitrate (kbps),Audio Track 1 Channels,Audio Track 1 Language,Audio Track 1 Default,Audio Track 1 Forced,Subtitles Info,TMDB Genre(s),TMDB Rating,Polish Title,Source Directory,Audio Track 2 Codec,Audio Track 2 Bitrate (kbps),Audio Track 2 Channels,Audio Track 2 Language,Audio Track 2 Default,Audio Track 2 Forced,Audio Track 3 Codec,Audio Track 3 Bitrate (kbps),Audio Track 3 Channels,Audio Track 3 Language,Audio Track 3 Default,Audio Track 3 Forced,index,Audio Tracks,Subtitles,Audio Track 4 Codec,Audio Track 4 Bitrate (kbps),Audio Track 4 Channels,Audio Track 4 Language,Audio Track 4 Default,Audio Track 4 Forced
Żona dla Australijczyka (1963),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Żona dla Australijczyka (1963)\Żona dla Australijczyka (1963).mkv,Żona dla Australijczyka (1963),.mkv,Matroska,,,3588.0,3.5,5521645,01:32:01,5450.98,5.451,,Lavf58.10.100,MPEG Video,4894.5,4.895,720x576,1.778,25.0,YUV,4:2:0,8.0,Interlaced,,,Limited,BT.601 PAL,BT.470 System B/G,BT.470 System B/G,,,1,AC-3,448000.0,6.0,pl,Yes,No,,"Komedia, Romans",6.25,Żona dla Australijczyka,Movies PL,,,,,,,,,,,,,1734,"[{'Codec': 'AC-3', 'Bitrate (kbps)': 448000.0, 'Channels': 6, 'Language': 'pl', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Życie jako śmiertelna choroba przenoszona drogą płciową (2000),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Życie jako śmiertelna choroba przenoszona drogą płciową (2000)\Życie jako śmiertelna choroba przenoszona drogą płciową (2000).mp4,Życie jako śmiertelna choroba przenoszona drogą płciową (2000),.mp4,MPEG-4,Base Media,isom,2882.74,2.82,5845503,01:37:25,4136.89,4.137,2025-03-20 13:35:10.5735910+01:00,Lavf61.9.106,AVC,4002.39,4.002,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,126937.0,2.0,pl,Yes,,,Dramat,6.963,Życie jako śmiertelna choroba przenoszona drogą płciową,Movies PL,,,,,,,,,,,,,1735,"[{'Codec': 'AAC', 'Bitrate (kbps)': 126937.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Życie raz jeszcze (1964),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Życie raz jeszcze (1964)\Życie raz jeszcze (1964).mp4,Życie raz jeszcze (1964),.mp4,MPEG-4,Base Media,isom,2783.93,2.72,5654122,01:34:14,4130.32,4.13,2025-03-20 13:16:22.7245880+01:00,Lavf61.9.106,AVC,4015.88,4.016,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,106916.0,2.0,pl,Yes,,,Dramat,5.0,Życie raz jeszcze,Movies PL,,,,,,,,,,,,,1736,"[{'Codec': 'AAC', 'Bitrate (kbps)': 106916.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Życie rodzinne (1970),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Życie rodzinne (1970)\Życie rodzinne (1970).mp4,Życie rodzinne (1970),.mp4,MPEG-4,Base Media,isom,2637.76,2.58,5361834,01:29:21,4126.78,4.127,2025-03-20 13:09:52.1350914+01:00,Lavf61.9.106,AVC,4014.96,4.015,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,104272.0,2.0,pl,Yes,,,Dramat,5.5,Życie rodzinne,Movies PL,,,,,,,,,,,,,1737,"[{'Codec': 'AAC', 'Bitrate (kbps)': 104272.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Życie wewnętrzne (1986),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Życie wewnętrzne (1986)\Życie wewnętrzne (1986).mp4,Życie wewnętrzne (1986),.mp4,MPEG-4,Base Media,isom,2541.99,2.48,5186837,01:26:26,4111.13,4.111,2025-03-20 00:24:39.6108278+01:00,Lavf61.9.106,AVC,3992.24,3.992,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,111373.0,2.0,pl,Yes,,,Dramat,4.6,Życie wewnętrzne,Movies PL,,,,,,,,,,,,,1738,"[{'Codec': 'AAC', 'Bitrate (kbps)': 111373.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Życie za życie. Maksymilian Kolbe (1990),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Życie za życie. Maksymilian Kolbe (1990)\Życie za życie. Maksymilian Kolbe (1990).mp4,Życie za życie. Maksymilian Kolbe (1990),.mp4,MPEG-4,Base Media,isom,2712.59,2.65,5518655,01:31:58,4123.26,4.123,2025-03-20 00:18:48.6945609+01:00,Lavf61.9.106,AVC,4007.94,4.008,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,107758.0,2.0,pl,Yes,,,Dramat,6.167,Życie za życie. Maksymilian Kolbe,Movies PL,,,,,,,,,,,,,1739,"[{'Codec': 'AAC', 'Bitrate (kbps)': 107758.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Żywot Mateusza (1967),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Żywot Mateusza (1967)\Żywot Mateusza (1967).mp4,Żywot Mateusza (1967),.mp4,MPEG-4,Base Media,isom,2681.24,2.62,4621462,01:17:01,4866.83,4.867,,Lavf60.10.100,AVC,4732.4,4.732,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,,,,,,,1,AAC,128000.0,2.0,pl,Yes,,,Dramat,6.0,Żywot Mateusza,Movies PL,,,,,,,,,,,,,1740,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'pl', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Żółty szalik (2000),\\192.168.50.135\Nowy1\MEDIA\Movies PL\Żółty szalik (2000)\Żółty szalik (2000).mp4,Żółty szalik (2000),.mp4,MPEG-4,Base Media,isom,946.21,0.92,3580541,00:59:40,2216.82,2.217,,,AVC,2100.0,2.1,960x768,1.778,50.0,YUV,4:2:0,8.0,Progressive,x264 - core 164 r3190 7ed753b,,Limited,BT.601 PAL,BT.601,BT.470 System B/G,,,1,AAC,128058.0,2.0,en,Yes,,,"Dramat, film TV",6.48,Żółty szalik,Movies PL,,,,,,,,,,,,,1741,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128058.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
a-ha - Take On Me (Official Video) [Remastered in 4K] [djV11Xbc914],\\192.168.50.135\Nowy1\MEDIA\Music Clips\a-ha - Take On Me (Official Video) [Remastered in 4K] [djV11Xbc914].mkv,Music Clips,.mkv,Matroska,,,368.94,0.36,243988,00:04:03,12684.78,12.685,,Lavf60.10.100,VP9,,,2880x2160,1.333,24.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1742,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
AC⧸DC - Thunderstruck (Official Video) [v2AC41dglnM],\\192.168.50.135\Nowy1\MEDIA\Music Clips\AC⧸DC - Thunderstruck (Official Video) [v2AC41dglnM].mkv,Music Clips,.mkv,Matroska,,,462.64,0.45,292948,00:04:52,13247.78,13.248,,Lavf60.10.100,VP9,,,2880x2160,1.333,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1743,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Alex Gaudino feat. Crystal Waters - Destination Calabria [Explicit Version] [Official Video],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Alex Gaudino feat. Crystal Waters - Destination Calabria [Explicit Version] [Official Video].mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,18.2,0.02,183067,00:03:03,833.92,0.834,,,AVC,702.2,0.702,1280x720,1.778,30.0,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,127999.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1744,"[{'Codec': 'AAC', 'Bitrate (kbps)': 127999.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Ally McBeal -- Barry White,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Ally McBeal -- Barry White.mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,13.51,0.01,273532,00:04:33,414.19,0.414,,,AVC,282.82,0.283,840x480,1.75,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.601 NTSC,BT.709,BT.601,,,1,AAC,128009.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1745,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128009.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"Andrzej Zaucha - Byłaś serca biciem (Opole '88, Alex Band)","\\192.168.50.135\Nowy1\MEDIA\Music Clips\Andrzej Zaucha - Byłaś serca biciem (Opole '88, Alex Band).mp4",Music Clips,.mp4,MPEG-4,Base Media,isom,17.09,0.02,289089,00:04:49,495.95,0.496,,,AVC,364.49,0.364,640x480,1.333,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128000.0,2.0,,Yes,,,,,,Music Clips,,,,,,,,,,,,,1746,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Back to the Future _ Marty McFly Plays _Johnny B. Goode_ and _Earth Angel_,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Back to the Future _ Marty McFly Plays _Johnny B. Goode_ and _Earth Angel_.mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,131.41,0.13,356798,00:05:56,3089.65,3.09,,,AVC,2958.59,2.959,1920x1080,1.778,24.0,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128006.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1747,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128006.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Bobby McFerrin - Don't Worry Be Happy (Official Music Video),\\192.168.50.135\Nowy1\MEDIA\Music Clips\Bobby McFerrin - Don't Worry Be Happy (Official Music Video).mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,44.21,0.04,231712,00:03:51,1600.66,1.601,20090225,Lavf60.3.100,AVC,1448.07,1.448,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,127999.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1748,"[{'Codec': 'AAC', 'Bitrate (kbps)': 127999.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Carla Fernandes - Więcej,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Carla Fernandes - Więcej.mkv,Music Clips,.mkv,Matroska,,,220.87,0.22,161142,00:02:41,11497.66,11.498,,IDMmkvlib0.1,VP9,,,2880x2160,1.333,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1749,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Cheri Cheri Lady,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Cheri Cheri Lady.mp4,Music Clips,.mp4,MPEG-4,Base Media / Version 2,mp42,7.23,0.01,197045,00:03:17,307.96,0.308,,,AVC,176.32,0.176,480x360,1.333,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128023.0,2.0,,,,,,,,Music Clips,,,,,,,,,,,,,1750,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128023.0, 'Channels': 2, 'Language': None, 'Default': None, 'Forced': None}]",,,,,,,
Dead Or Alive - You Spin Me Round (Like A Record) [Official 4K Video] [fpmTe3TDdVU],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Dead Or Alive - You Spin Me Round (Like A Record) [Official 4K Video] [fpmTe3TDdVU].mkv,Music Clips,.mkv,Matroska,,,242.05,0.24,196668,00:03:16,10324.3,10.324,,Lavf60.10.100,VP9,,,2840x2160,1.315,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1751,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Double - The Captain Of Her Heart (U.S.Version) 4K,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Double - The Captain Of Her Heart (U.S.Version) 4K.mkv,Music Clips,.mkv,Matroska,,,214.17,0.21,271542,00:04:31,6616.27,6.616,,IDMmkvlib0.1,VP9,,,3840x2160,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1752,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Drive,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Drive.mp4,Music Clips,.mp4,MPEG-4,Base Media / Version 2,mp42,6.39,0.01,238214,00:03:58,225.12,0.225,,,AVC,93.63,0.094,480x360,1.333,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128000.0,2.0,en,,,,"Dramat, Thriller, Kryminał",7.583,,Music Clips,,,,,,,,,,,,,1753,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'en', 'Default': None, 'Forced': None}]",,,,,,,
Einstein Rock'in Roll Music,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Einstein Rock'in Roll Music.mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,17.6,0.02,180373,00:03:00,818.35,0.818,,,AVC,689.06,0.689,640x480,1.333,29.97,YUV,4:2:0,8.0,Progressive,,,Limited,BT.601 NTSC,BT.601,BT.601,,,1,AAC,125588.0,2.0,,Yes,,,,,,Music Clips,,,,,,,,,,,,,1754,"[{'Codec': 'AAC', 'Bitrate (kbps)': 125588.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Elton John - I'm Still Standing [ZHwVBirqD2s],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Elton John - I'm Still Standing [ZHwVBirqD2s].mkv,Music Clips,.mkv,Matroska,,,378.03,0.37,182008,00:03:02,17422.93,17.423,,Lavf60.10.100,VP9,,,3840x2160,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1755,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Everybody Needs Somebody to Love_Sweet Home Chicago _ The Blues Brothers _ Comedy Bites Vintage,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Everybody Needs Somebody to Love_Sweet Home Chicago _ The Blues Brothers _ Comedy Bites Vintage.mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,120.31,0.12,443107,00:07:23,2277.7,2.278,,,AVC,2146.64,2.147,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128000.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1756,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Freddie Mercury & Montserrat Caballé - Barcelona (Original David Mallet Video 1987 Remastered) [Y1fiOJDXA-E],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Freddie Mercury & Montserrat Caballé - Barcelona (Original David Mallet Video 1987 Remastered) [Y1fiOJDXA-E].mkv,Music Clips,.mkv,Matroska,,,558.27,0.55,267468,00:04:27,17509.09,17.509,,Lavf60.10.100,VP9,,,3840x2160,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1757,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Freddie Mercury - I Was Born To Love You (Official Video Remastered) [vNhhAEupU4g],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Freddie Mercury - I Was Born To Love You (Official Video Remastered) [vNhhAEupU4g].mkv,Music Clips,.mkv,Matroska,,,385.72,0.38,216748,00:03:36,14928.33,14.928,,Lavf60.10.100,VP9,,,3840x2160,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1758,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Freddie Mercury - Made In Heaven (Official Video Remastered) [vBCTasRgFqo],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Freddie Mercury - Made In Heaven (Official Video Remastered) [vBCTasRgFqo].mkv,Music Clips,.mkv,Matroska,,,476.65,0.47,262668,00:04:22,15222.53,15.223,,Lavf60.10.100,VP9,,,3840x2160,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1759,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
Freddie Mercury - The Great Pretender (Official Video Remastered) [mLRjFWDGs1g],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Freddie Mercury - The Great Pretender (Official Video Remastered) [mLRjFWDGs1g].mkv,Music Clips,.mkv,Matroska,,,360.61,0.35,212828,00:03:32,14213.51,14.214,,Lavf60.10.100,VP9,,,3840x2160,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1760,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
George Michael - Careless Whisper (Official Video),\\192.168.50.135\Nowy1\MEDIA\Music Clips\George Michael - Careless Whisper (Official Video).mkv,Music Clips,.mkv,Matroska,,,78.73,0.08,300708,00:05:00,2196.24,2.196,,Lavf60.10.100,VP9,,,1768x1080,1.637,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1761,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
George Michael - Fastlove (Official Video),\\192.168.50.135\Nowy1\MEDIA\Music Clips\George Michael - Fastlove (Official Video).mkv,Music Clips,.mkv,Matroska,,,438.43,0.43,304968,00:05:04,12059.69,12.06,,Lavf60.10.100,VP9,,,2658x2160,1.231,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1762,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
George Michael - Freedom '90 Music Video Outtakes [uh3aU63f8U8],\\192.168.50.135\Nowy1\MEDIA\Music Clips\George Michael - Freedom '90 Music Video Outtakes [uh3aU63f8U8].mkv,Music Clips,.mkv,Matroska,,,17.36,0.02,113428,00:01:53,1283.92,1.284,,Lavf60.10.100,VP9,,,1920x1080,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1763,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
George Michael - Freedom! '90 (Official 4K Video) [kDXtCEMPsEc],\\192.168.50.135\Nowy1\MEDIA\Music Clips\George Michael - Freedom! '90 (Official 4K Video) [kDXtCEMPsEc].mkv,Music Clips,.mkv,Matroska,,,435.1,0.42,399708,00:06:39,9131.39,9.131,,Lavf60.10.100,VP9,,,2842x2160,1.316,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1764,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
George Michael - Spinning The Wheel (Official Video),\\192.168.50.135\Nowy1\MEDIA\Music Clips\George Michael - Spinning The Wheel (Official Video).mkv,Music Clips,.mkv,Matroska,,,449.96,0.44,325788,00:05:25,11585.8,11.586,,Lavf60.10.100,VP9,,,2640x2160,1.222,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1765,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
ICEHOUSE - Crazy (International Version) - Official HD Version,\\192.168.50.135\Nowy1\MEDIA\Music Clips\ICEHOUSE - Crazy (International Version) - Official HD Version.mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,62.52,0.06,319368,00:05:19,1642.09,1.642,,,AVC,1510.81,1.511,1440x1080,1.333,25.0,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128000.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1766,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Icehouse - Great Southern Land (_Young Einstein_ - 1988),\\192.168.50.135\Nowy1\MEDIA\Music Clips\Icehouse - Great Southern Land (_Young Einstein_ - 1988).mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,88.72,0.09,335552,00:05:35,2218.05,2.218,,,AVC,2087.02,2.087,1920x1080,1.778,29.97,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128000.0,2.0,,Yes,,,,,,Music Clips,,,,,,,,,,,,,1767,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg [F57P9C4SAW4],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg [F57P9C4SAW4].mkv,Music Clips,.mkv,Matroska,,,483.09,0.47,233948,00:03:53,17321.86,17.322,,Lavf60.10.100,VP9,,,3840x2160,1.778,23.976,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1768,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
La Bamba_ Ritchie Valens Performs La Bamba (Lou Diamond Phillips) HD Scene,\\192.168.50.135\Nowy1\MEDIA\Music Clips\La Bamba_ Ritchie Valens Performs La Bamba (Lou Diamond Phillips) HD Scene.mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,82.46,0.08,190915,00:03:10,3623.22,3.623,,,AVC,3492.74,3.493,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128012.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1769,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128012.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Let's DANCE! - Kenny Loggins Footloose Ending Scene,\\192.168.50.135\Nowy1\MEDIA\Music Clips\Let's DANCE! - Kenny Loggins Footloose Ending Scene.mp4,Music Clips,.mp4,MPEG-4,Base Media,isom,121.07,0.12,253655,00:04:13,4003.93,4.004,,,AVC,3873.47,3.873,1920x1080,1.778,23.976,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,128000.0,2.0,en,Yes,,,,,,Music Clips,,,,,,,,,,,,,1770,"[{'Codec': 'AAC', 'Bitrate (kbps)': 128000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Madness - Our House (Official 4K Video) [KwIe_sjKeAY],\\192.168.50.135\Nowy1\MEDIA\Music Clips\Madness - Our House (Official 4K Video) [KwIe_sjKeAY].mkv,Music Clips,.mkv,Matroska,,,360.07,0.35,226348,00:03:46,13344.46,13.344,,Lavf60.10.100,VP9,,,3840x2160,1.778,25.0,YUV,4:2:0,8.0,,,,Limited,BT.709,BT.709,BT.709,,,1,Opus,,2.0,en,Yes,No,,,,,Music Clips,,,,,,,,,,,,,1771,"[{'Codec': 'Opus', 'Bitrate (kbps)': None, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': 'No'}]",,,,,,,
